year,geography_name,geography,sex,race_ethnicity,age_category,metric_name,metric_value,lower_bound,upper_bound,uncertainty_type,source,category,quality_flag,candida_auris_case_type,blood_lead_level,fatal_nonfatal_shootings,leading_cause_death,leading_cause_death_rank,drug_category,aqi_category,syphilis_transmission_category,smoke_type,objectid
1996,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,1,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Hazardous,NA,NA,4110
1996,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,145,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Moderate,NA,NA,4111
1996,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,12,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy,NA,NA,4112
1996,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,38,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy for Sensitive Groups,NA,NA,4113
1996,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,4,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Very Unhealthy,NA,NA,4114
1997,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,167,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,4115
2013,Philadelphia,County,Male,Hispanic,All ages,years_of_potential_life_lost_to_age_75,904,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Heart disease,4,NA,NA,NA,NA,4116
2013,Philadelphia,County,Male,Hispanic,All ages,years_of_potential_life_lost_to_age_75,832,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),5,NA,NA,NA,NA,4117
2013,Philadelphia,County,Female,White (NH),All ages,years_of_potential_life_lost_to_age_75,797,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Intentional self-harm (suicide),4,NA,NA,NA,NA,4118
2013,Philadelphia,County,Female,Hispanic,All ages,years_of_potential_life_lost_to_age_75,750,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Certain conditions originating in the perinatal period,2,NA,NA,NA,NA,4119
2013,Philadelphia,County,All sexes,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,711,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,1,NA,NA,NA,NA,4120
2013,Philadelphia,County,Female,White (NH),All ages,years_of_potential_life_lost_to_age_75,708,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Chronic lower respiratory diseases,5,NA,NA,NA,NA,4121
2021,Philadelphia,County,All sexes,Asian/PI (NH),At birth,life_expectancy_at_birth,84.86553504,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,"Unreliable; Preliminary estimate",NA,NA,NA,NA,NA,NA,NA,NA,NA,4122
2021,Philadelphia,County,All sexes,Black (NH),At birth,life_expectancy_at_birth,69.7946401,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,4123
2021,Philadelphia,County,All sexes,Hispanic,At birth,life_expectancy_at_birth,76.62177409,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,"Unreliable; Preliminary estimate",NA,NA,NA,NA,NA,NA,NA,NA,NA,4124
2021,Philadelphia,County,All sexes,White (NH),At birth,life_expectancy_at_birth,76.49022934,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,4125
2021,Philadelphia,County,Female,All races/ethnicities,At birth,life_expectancy_at_birth,77.99921542,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,4126
2021,Philadelphia,County,Female,Asian/PI (NH),At birth,life_expectancy_at_birth,87.98880675,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,"Unreliable; Preliminary estimate",NA,NA,NA,NA,NA,NA,NA,NA,NA,4127
2021,Philadelphia,County,Female,Black (NH),At birth,life_expectancy_at_birth,74.49627378,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,4128
2014,Philadelphia,County,Female,Hispanic,At birth,life_expectancy_at_birth,83.67966177,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4129
2014,Philadelphia,County,Female,White (NH),At birth,life_expectancy_at_birth,80.75705577,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4130
2014,Philadelphia,County,Male,All races/ethnicities,At birth,life_expectancy_at_birth,73.13069833,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4131
2014,Philadelphia,County,Male,Asian/PI (NH),At birth,life_expectancy_at_birth,85.70011072,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4132
2014,Philadelphia,County,Male,Black (NH),At birth,life_expectancy_at_birth,70.10158225,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4133
2014,Philadelphia,County,Male,Hispanic,At birth,life_expectancy_at_birth,74.86220745,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4134
2014,Philadelphia,County,Male,White (NH),At birth,life_expectancy_at_birth,74.7129396,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4135
1997,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,153,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Moderate,NA,NA,4136
1997,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,19,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy,NA,NA,4137
1997,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,24,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy for Sensitive Groups,NA,NA,4138
1997,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,2,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Very Unhealthy,NA,NA,4139
1998,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,152,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,4140
1998,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,166,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Moderate,NA,NA,4141
1998,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,12,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy,NA,NA,4142
2013,Philadelphia,County,All sexes,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,420,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Heart disease,2,NA,NA,NA,NA,4143
2013,Philadelphia,County,Female,Hispanic,All ages,years_of_potential_life_lost_to_age_75,420,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Heart disease,3,NA,NA,NA,NA,4144
2013,Philadelphia,County,Female,Hispanic,All ages,years_of_potential_life_lost_to_age_75,417,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Drug overdoses,4,NA,NA,NA,NA,4145
2013,Philadelphia,County,Male,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,402,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,1,NA,NA,NA,NA,4146
2013,Philadelphia,County,All sexes,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,401,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),3,NA,NA,NA,NA,4147
2013,Philadelphia,County,Male,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,310,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Heart disease,2,NA,NA,NA,NA,4148
2013,Philadelphia,County,Female,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,309,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,1,NA,NA,NA,NA,4149
2021,Philadelphia,County,Female,Hispanic,At birth,life_expectancy_at_birth,81.88527534,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,"Unreliable; Preliminary estimate",NA,NA,NA,NA,NA,NA,NA,NA,NA,4150
2021,Philadelphia,County,Female,White (NH),At birth,life_expectancy_at_birth,79.89210895,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,4151
2021,Philadelphia,County,Male,All races/ethnicities,At birth,life_expectancy_at_birth,69.92133266,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,4152
2021,Philadelphia,County,Male,Asian/PI (NH),At birth,life_expectancy_at_birth,81.70085557,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,"Unreliable; Preliminary estimate",NA,NA,NA,NA,NA,NA,NA,NA,NA,4153
2021,Philadelphia,County,Male,Black (NH),At birth,life_expectancy_at_birth,64.83054992,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,4154
2021,Philadelphia,County,Male,Hispanic,At birth,life_expectancy_at_birth,71.74730767,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,"Unreliable; Preliminary estimate",NA,NA,NA,NA,NA,NA,NA,NA,NA,4155
2021,Philadelphia,County,Male,White (NH),At birth,life_expectancy_at_birth,73.28394886,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,4156
2013,Philadelphia,County,All sexes,All races/ethnicities,At birth,life_expectancy_at_birth,76.40468543,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4157
2013,Philadelphia,County,All sexes,Asian/PI (NH),At birth,life_expectancy_at_birth,90.67621432,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4158
2013,Philadelphia,County,All sexes,Black (NH),At birth,life_expectancy_at_birth,74.08393914,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4159
2013,Philadelphia,County,All sexes,Hispanic,At birth,life_expectancy_at_birth,79.93439158,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4160
2013,Philadelphia,County,All sexes,White (NH),At birth,life_expectancy_at_birth,77.55688967,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4161
2013,Philadelphia,County,Female,All races/ethnicities,At birth,life_expectancy_at_birth,79.30580273,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4162
2013,Philadelphia,County,Female,Asian/PI (NH),At birth,life_expectancy_at_birth,94.44832692,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4163
1998,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,35,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy for Sensitive Groups,NA,NA,4164
1999,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,137,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,4165
1999,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,193,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Moderate,NA,NA,4166
1999,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,11,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy,NA,NA,4167
1999,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,22,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy for Sensitive Groups,NA,NA,4168
1999,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,2,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Very Unhealthy,NA,NA,4169
2000,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,137,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,4170
2017-2021,Philadelphia,County,All sexes,All races/ethnicities,19-64,percent_uninsured,10,9.6,10.4,Margin of Error,"2017-2021 American Community Survey 5-Year Estimates, U.S. Census Bureau",Social Determinants of Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4171
2017-2021,Philadelphia,County,All sexes,All races/ethnicities,65+,percent_uninsured,0.8,0.6,1,Margin of Error,"2017-2021 American Community Survey 5-Year Estimates, U.S. Census Bureau",Social Determinants of Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4172
2017-2021,Philadelphia,County,All sexes,Black,<19,percent_uninsured,3.97181827,-99999,-99999,NA,"2017-2021 American Community Survey 5-Year Estimates, U.S. Census Bureau",Social Determinants of Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4173
2017-2021,Philadelphia,County,All sexes,Black,19-64,percent_uninsured,9.58902713,-99999,-99999,NA,"2017-2021 American Community Survey 5-Year Estimates, U.S. Census Bureau",Social Determinants of Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4174
2017-2021,Philadelphia,County,All sexes,Black,65+,percent_uninsured,0.91545951,-99999,-99999,NA,"2017-2021 American Community Survey 5-Year Estimates, U.S. Census Bureau",Social Determinants of Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4175
2017-2021,Philadelphia,County,All sexes,Asian,<19,percent_uninsured,4.48916409,-99999,-99999,NA,"2017-2021 American Community Survey 5-Year Estimates, U.S. Census Bureau",Social Determinants of Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4176
2020,Philadelphia,County,All sexes,Multiracial (NH),All ages,percent_late_or_no_prenatal_care,9.27487352,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4177
2020,Philadelphia,County,All sexes,White (NH),All ages,percent_late_or_no_prenatal_care,5.72029845,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4178
2020,Philadelphia,County,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.18406759,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4179
2019,Philadelphia,County,All sexes,Asian/PI (NH),All ages,percent_late_or_no_prenatal_care,15.25083612,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4180
2019,Philadelphia,County,All sexes,Black (NH),All ages,percent_late_or_no_prenatal_care,16.42699832,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4181
2019,Philadelphia,County,All sexes,Hispanic,All ages,percent_late_or_no_prenatal_care,18.41353025,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4182
2019,Philadelphia,County,All sexes,Multiracial (NH),All ages,percent_late_or_no_prenatal_care,16.72413793,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4183
2012,Philadelphia,County,All sexes,Black (NH),All ages,percent_preterm_births,13.02274759,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4184
2012,Philadelphia,County,All sexes,Hispanic,All ages,percent_preterm_births,9.59472656,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4185
2012,Philadelphia,County,All sexes,Multiracial (NH),All ages,percent_preterm_births,10.82981716,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4186
2012,Philadelphia,County,All sexes,White (NH),All ages,percent_preterm_births,7.58839226,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4187
2012,Philadelphia,County,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.57380942,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4188
2011,Philadelphia,County,All sexes,Asian/PI (NH),All ages,percent_preterm_births,7.71881461,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4189
2011,Philadelphia,County,All sexes,Black (NH),All ages,percent_preterm_births,14.2282406,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4190
2017,Philadelphia,County,Female,Black (NH),15-19,teen_births_crude_rate_per_1000,29.55876053,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4191
2017,Philadelphia,County,Female,Hispanic,15-19,teen_births_crude_rate_per_1000,47.1677074,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4192
2017,Philadelphia,County,Female,White (NH),15-19,teen_births_crude_rate_per_1000,6.99566573,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4193
2017,Philadelphia,County,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,25.70879881,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4194
2016,Philadelphia,County,Female,Asian/PI (NH),15-19,teen_births_crude_rate_per_1000,8.35866261,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4195
2016,Philadelphia,County,Female,Black (NH),15-19,teen_births_crude_rate_per_1000,32.18953494,-99999,-99999,NA,Pennsylvania Vital Registration System,"Maternal, Infant, and Child Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4196
